,Unnamed: 0,path_img,img_no,branch,Path_folder_web,camera_angle,gender,category,work_by,status,clip_from,split,path_img_28,path_img_28_train,img_28_train,path_img_29
718,179857,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_1031_1057//yes/person_30_100_201_yes/181.jpg,18,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_1031_1057//yes/person_30_100_201_yes/,Complax,Women,Working,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_1031_1057//yes/person_30_100_201_yes/181.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/718_181.jpg,718_181.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_1031_1057//yes/person_30_100_201_yes/181.jpg
719,41901,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_6_13750_13876_yes/13835.jpg,38,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_6_13750_13876_yes/,kku2,Men,Working,Frist,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_6_13750_13876_yes/13835.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/719_13835.jpg,719_13835.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_6_13750_13876_yes/13835.jpg
720,114494,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_17_19375_19501_yes/19430.jpg,15,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_17_19375_19501_yes/,kku2,motorcycle,motorcycle,Frist,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_17_19375_19501_yes/19430.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/720_19430.jpg,720_19430.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_17_19375_19501_yes/19430.jpg
721,94798,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_8500_8601_yes/8550.jpg,50,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_8500_8601_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_8500_8601_yes/8550.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/721_8550.jpg,721_8550.jpg,/media/tohn/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_8500_8601_yes/8550.jpg
722,6615,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_7_4750_4876_yes/4774.jpg,15,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_7_4750_4876_yes/,kku2,Men,Student,Yoke,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_7_4750_4876_yes/4774.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/722_4774.jpg,722_4774.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_7_4750_4876_yes/4774.jpg
723,119889,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_0_33375_33501_yes/33436.jpg,62,kku2,BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_0_33375_33501_yes/,camera16,motorcycle,motorcycle,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_0_33375_33501_yes/33436.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/723_33436.jpg,723_33436.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_0_33375_33501_yes/33436.jpg
724,143959,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_990_1020//yes/person_6_300_401_yes/353.jpg,47,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_990_1020//yes/person_6_300_401_yes/,Complax,Men,Working,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_990_1020//yes/person_6_300_401_yes/353.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/724_353.jpg,724_353.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_990_1020//yes/person_6_300_401_yes/353.jpg
725,85006,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_13000_13101_yes/13016.jpg,17,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_13000_13101_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_13000_13101_yes/13016.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/725_13016.jpg,725_13016.jpg,/media/tohn/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_13000_13101_yes/13016.jpg
726,1734,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_36_9000_9126_yes/9083.jpg,34,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_36_9000_9126_yes/,kku2,Men,Student,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_36_9000_9126_yes/9083.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/726_9083.jpg,726_9083.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_36_9000_9126_yes/9083.jpg
727,57759,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_14115_15150//yes/person_3_10425_10501_yes/10469.jpg,30,CCON,BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_14115_15150//yes/person_3_10425_10501_yes/,ch7,Men,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_14115_15150//yes/person_3_10425_10501_yes/10469.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/727_10469.jpg,727_10469.jpg,/media/tohn/HDD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_14115_15150//yes/person_3_10425_10501_yes/10469.jpg
728,172946,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_2088_2112//yes/person_25_0_101_yes/71.jpg,27,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_2088_2112//yes/person_25_0_101_yes/,Complax,Women,Working,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_2088_2112//yes/person_25_0_101_yes/71.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/728_71.jpg,728_71.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_2088_2112//yes/person_25_0_101_yes/71.jpg
729,142452,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_28_200_301_yes/266.jpg,34,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_28_200_301_yes/,Complax,Men,Working,Yoke,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_28_200_301_yes/266.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/729_266.jpg,729_266.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_28_200_301_yes/266.jpg
730,35182,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_6500_6626_yes/6542.jpg,43,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_6500_6626_yes/,kku2,Men,Working,Yoke,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_6500_6626_yes/6542.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/730_6542.jpg,730_6542.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_3_6500_6626_yes/6542.jpg
731,91117,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_13400_13760//yes/person_5_4500_4576_yes/4547.jpg,26,CCON,BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_13400_13760//yes/person_5_4500_4576_yes/,ch7,Women,Working,Nat,Fair,Bear-House,train,/media/HDD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_13400_13760//yes/person_5_4500_4576_yes/4547.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/731_4547.jpg,731_4547.jpg,/media/tohn/HDD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_13400_13760//yes/person_5_4500_4576_yes/4547.jpg
732,132811,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_15_31750_31876_yes/31840.jpg,33,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_15_31750_31876_yes/,kku2,motorcycle,motorcycle,Tung,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_15_31750_31876_yes/31840.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/732_31840.jpg,732_31840.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_15_31750_31876_yes/31840.jpg
733,165895,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_941_963//yes/person_0_300_401_yes/340.jpg,40,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_941_963//yes/person_0_300_401_yes/,Complax,Women,Working,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_941_963//yes/person_0_300_401_yes/340.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/733_340.jpg,733_340.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_941_963//yes/person_0_300_401_yes/340.jpg
734,81445,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_12_3750_3876_yes/3813.jpg,61,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_12_3750_3876_yes/,kku2,Women,Student,Yoke,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_12_3750_3876_yes/3813.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/734_3813.jpg,734_3813.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341/IP Camera17_kku2_kku2_20230615142119_20230615145545_17078085341_1481_2065//yes/person_12_3750_3876_yes/3813.jpg
735,115391,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_40750_40876_yes/40798.jpg,49,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_40750_40876_yes/,kku2,motorcycle,motorcycle,Tung,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_40750_40876_yes/40798.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/735_40798.jpg,735_40798.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_1_40750_40876_yes/40798.jpg
736,64199,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_24375_24501_yes/24436.jpg,62,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_24375_24501_yes/,kku2,Men,Working,Yoke,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_24375_24501_yes/24436.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/736_24436.jpg,736_24436.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_24375_24501_yes/24436.jpg
737,90347,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_3_13800_13901_yes/13883.jpg,17,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_3_13800_13901_yes/,ch3,Women,Working,Yoke,,Bear-House,train,/media/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_3_13800_13901_yes/13883.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/737_13883.jpg,737_13883.jpg,/media/tohn/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_3_13800_13901_yes/13883.jpg
738,111868,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_6_3750_3876_yes/3843.jpg,28,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_6_3750_3876_yes/,kku2,motorcycle,motorcycle,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_6_3750_3876_yes/3843.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/738_3843.jpg,738_3843.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_6_3750_3876_yes/3843.jpg
739,110987,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_15625_15751_yes/15719.jpg,29,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_15625_15751_yes/,kku2,Women,Working,Frist,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_15625_15751_yes/15719.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/739_15719.jpg,739_15719.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_1_15625_15751_yes/15719.jpg
740,137044,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_193_227//yes/person_25_400_501_yes/465.jpg,34,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_193_227//yes/person_25_400_501_yes/,Complax,Men,Student,Yoke,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_193_227//yes/person_25_400_501_yes/465.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/740_465.jpg,740_465.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_193_227//yes/person_25_400_501_yes/465.jpg
741,147254,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1585_1611//yes/person_0_300_401_yes/350.jpg,50,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1585_1611//yes/person_0_300_401_yes/,Complax,Men,Working,Nat,,KKU,train,/media/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1585_1611//yes/person_0_300_401_yes/350.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/741_350.jpg,741_350.jpg,/media/tohn/HDD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099/IP-Camera18_Complex_Complex_20230620095726_20230620103242_5777316099_1585_1611//yes/person_0_300_401_yes/350.jpg
742,100653,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_10500_10601_yes/10550.jpg,50,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_10500_10601_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_10500_10601_yes/10550.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/742_10550.jpg,742_10550.jpg,/media/tohn/HDD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_2350_3150//yes/person_0_10500_10601_yes/10550.jpg
743,55453,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_10000_10126_yes/10061.jpg,62,Camera17,BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_10000_10126_yes/,kku2,Men,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_10000_10126_yes/10061.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/743_10061.jpg,743_10061.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973/IP Camera17_kku2_kku2_20230615145546_20230615160000_17203459973_0_2000//yes/person_0_10000_10126_yes/10061.jpg
744,43782,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177_0_677//yes/person_0_8125_8251_yes/8186.jpg,62,kku2,BearHouse-Person/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177_0_677//yes/person_0_8125_8251_yes/,camera17,Men,Working,Nat,,Bear-House,train,/media/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177_0_677//yes/person_0_8125_8251_yes/8186.jpg,/media/HDD/BearHouse-Person-Data/data_R3_middleframe/train/744_8186.jpg,744_8186.jpg,/media/tohn/HDD/BearHouse-Person/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177_0_677//yes/person_0_8125_8251_yes/8186.jpg
